post_id,date,platform,content_type,campaign,followers,impressions,likes,comments,shares,saves,clicks,new_followers,engagement_rate
8644,2024-01-07,Instagram,Image,Summer2024,2749870,413781,19129,2374,1515,448,21282,75,5.5628
8645,2024-12-02,Instagram,Story,NBA_Playoffs,1634733,493987,39246,5942,2134,1646,10311,141,9.5796
8646,2024-05-05,TikTok,Post,NewSeason,1864487,44279,2987,429,51,189,2571,375,7.8299
8647,2024-11-22,Facebook,Story,Summer2024,3920607,354137,18921,3415,1001,1321,21530,14,6.5898
8648,2024-07-01,Instagram,Story,FanEngagement,1447380,422867,26884,2827,1924,1052,31911,309,7.4811
8649,2024-07-22,Twitter,Post,Merchandise,3388692,460693,54195,7244,581,3430,11990,8,13.4623
8650,2024-10-13,TikTok,Image,Summer2024,1441066,399137,28456,2891,2136,1524,25335,277,8.3888
8651,2024-02-25,Twitter,Video,Merchandise,246559,286011,40904,5495,3203,1990,5584,458,17.3427
8652,2024-02-10,Facebook,Image,NBA_Playoffs,2225276,244794,14182,1194,1068,644,7693,2,6.7175
8653,2024-09-21,YouTube,Reel,NewSeason,3946154,383449,54353,6691,4886,5118,15507,302,17.1939
8654,2024-07-21,YouTube,Reel,Merchandise,185077,294683,23013,1354,1451,2169,10511,358,8.7613
8655,2024-03-05,Twitter,Reel,FanEngagement,1780668,44706,3593,656,187,247,3439,403,9.9226
8656,2024-08-07,Twitter,Video,Merchandise,3620330,305448,17775,2022,475,798,10613,297,6.6368
8657,2024-04-10,Instagram,Story,FanEngagement,894122,164635,23475,1836,985,1400,6096,454,15.9723
8658,2024-12-15,Facebook,Video,NewSeason,236028,130504,8246,1356,695,332,5968,205,7.8902
8659,2024-01-10,Instagram,Story,Summer2024,4705273,57820,5437,725,134,185,3630,74,10.889
8660,2024-07-26,YouTube,Video,Summer2024,2651953,184895,12954,972,500,1515,8703,305,7.8023
8661,2024-10-15,TikTok,Image,NBA_Playoffs,3353207,54468,6476,606,451,212,3286,223,13.8301
8662,2024-05-01,Instagram,Reel,FanEngagement,2057125,209021,25020,1415,688,2420,10649,130,12.9762
8663,2024-11-10,Facebook,Image,NewSeason,151676,336209,20847,1956,1661,557,7152,230,7.2764
8664,2024-07-07,Instagram,Story,NBA_Playoffs,3902352,313221,20071,2832,740,2342,17452,186,7.5483
8665,2024-11-16,YouTube,Image,Merchandise,920012,377943,23381,3362,1804,709,12203,159,7.5533
8666,2024-07-06,TikTok,Image,FanEngagement,1608792,47314,4465,354,196,153,477,163,10.5994
8667,2024-03-13,Facebook,Reel,Summer2024,4328707,6587,439,42,13,39,499,105,7.4996
8668,2024-11-17,Twitter,Image,NewSeason,2817612,223092,26524,4471,339,660,3152,149,14.0453
8669,2024-10-12,Facebook,Story,FanEngagement,2006130,225393,32905,5898,1696,2331,16635,344,17.9682
8670,2024-03-15,TikTok,Image,NBA_Playoffs,4783799,345704,31898,6013,3045,2417,15637,484,11.8471
8671,2024-04-11,Instagram,Post,FanEngagement,2959131,403043,39485,7816,901,1829,4192,374,11.9595
8672,2024-05-11,Twitter,Video,NBA_Playoffs,279968,69385,7141,662,470,211,2064,300,11.9233
8673,2024-02-17,Twitter,Video,NewSeason,3683548,55168,1268,78,23,147,1782,27,2.4815
8674,2024-10-05,Twitter,Image,NewSeason,521628,218488,11509,594,999,1325,10625,218,5.9967
8675,2024-01-11,Twitter,Image,NBA_Playoffs,531723,377603,16708,2120,1048,1792,4563,97,5.2637
8676,2024-04-08,Facebook,Post,NewSeason,4510908,345522,12028,812,383,1270,13726,484,3.827
8677,2024-07-25,Instagram,Story,Summer2024,2611331,233833,29705,3179,2102,874,12331,213,14.962
8678,2024-09-02,Instagram,Video,Summer2024,3328521,400674,48174,8009,4239,5206,16748,149,15.0801
8679,2024-02-21,Instagram,Image,FanEngagement,4414188,137507,3378,216,256,401,8077,329,2.7999
8680,2024-01-17,Facebook,Story,FanEngagement,433719,270118,8928,1719,144,436,18446,3,3.9949
8681,2024-08-19,Twitter,Image,Summer2024,4099266,392994,17018,2890,309,1074,18953,314,5.1444
8682,2024-11-27,Twitter,Image,Summer2024,2390583,480286,37269,4793,1312,2249,36639,278,9.0309
8683,2024-10-06,YouTube,Image,NewSeason,3546033,344719,51074,4154,639,3699,16774,159,16.2065
8684,2024-07-06,Facebook,Video,NBA_Playoffs,1303605,295666,16219,1084,1295,1240,8594,61,6.2902
8685,2024-07-10,Twitter,Video,NBA_Playoffs,1511484,406704,39477,7103,1995,3308,9727,9,11.9436
8686,2024-04-04,Instagram,Reel,FanEngagement,4310648,353544,14339,1414,1228,1407,25561,93,4.8031
8687,2024-11-28,Twitter,Image,Summer2024,734908,109887,4873,898,140,165,8412,222,5.3792
8688,2024-09-01,YouTube,Reel,Merchandise,439003,455401,54032,10138,3472,4700,25091,186,14.8533
8689,2024-06-17,Twitter,Image,Summer2024,4817915,373864,30824,4311,2971,2255,10997,377,10.1925
8690,2024-03-23,Facebook,Story,NewSeason,4003139,380325,18457,1883,367,2016,22972,425,5.4446
8691,2024-11-22,Instagram,Post,Summer2024,4376681,423900,21068,3885,433,1627,17843,221,5.9887
8692,2024-09-02,TikTok,Reel,Merchandise,4778967,288974,36181,3993,477,2910,17403,330,14.0674
8693,2024-03-11,TikTok,Post,FanEngagement,4208650,289266,11215,1898,965,705,9917,495,4.8668
8694,2024-03-15,Facebook,Post,NBA_Playoffs,611072,31857,3212,320,133,167,1390,279,11.5045
8695,2024-09-29,Instagram,Video,FanEngagement,1183710,494636,62611,9139,1592,4424,38251,278,14.8275
8696,2024-02-12,YouTube,Post,NewSeason,2981431,182232,18604,2569,742,1188,11501,39,12.0259
8697,2024-08-27,TikTok,Post,Summer2024,1275313,455692,54305,3661,3965,2523,15095,179,13.5905
8698,2024-04-06,Facebook,Post,Summer2024,3950871,23824,1037,193,97,120,1862,297,5.57
8699,2024-06-22,Twitter,Video,Summer2024,4622548,88304,2344,202,96,115,6843,461,2.9919
8700,2024-05-26,Instagram,Post,Summer2024,3477226,460678,44655,8702,1824,3739,33305,378,11.9782
8701,2024-07-10,Instagram,Story,Summer2024,4223090,29562,3753,331,156,124,497,228,14.3427
8702,2024-05-13,Twitter,Post,Merchandise,1727641,432957,27324,3281,2164,2829,30599,99,7.5687
8703,2024-02-26,Facebook,Reel,NewSeason,597729,221030,28796,4040,1382,1995,9861,266,15.4812
8704,2024-02-26,Facebook,Video,NBA_Playoffs,264179,197081,22236,3364,2014,986,14889,358,14.0115
8705,2024-09-24,Instagram,Post,NewSeason,238109,138943,14849,1583,751,937,5429,287,12.3669
8706,2024-05-21,Twitter,Story,Merchandise,3843060,142105,9802,760,641,604,2696,211,7.8836
8707,2024-01-31,Facebook,Post,NewSeason,1768681,394244,24887,2770,411,922,11912,242,7.1194
8708,2024-05-03,YouTube,Story,NewSeason,3964627,59623,1556,275,28,156,1549,46,3.1179
8709,2024-01-18,Twitter,Video,NewSeason,4607881,23751,1724,288,78,46,1075,498,8.7996
8710,2024-07-04,YouTube,Video,NewSeason,698689,126303,5159,421,459,229,5282,285,4.7814
8711,2024-12-04,Twitter,Story,Merchandise,1992733,19804,1711,183,54,44,1418,54,9.8364
8712,2024-11-16,Twitter,Reel,FanEngagement,4092981,10655,823,74,28,27,495,132,8.6814
8713,2024-02-14,YouTube,Post,NBA_Playoffs,2597619,144768,15720,2041,1571,1741,10672,499,13.3538
8714,2024-02-11,Instagram,Story,Summer2024,4586367,7316,772,109,72,54,419,7,13.0262
8715,2024-07-10,TikTok,Story,Merchandise,1890395,133574,15980,2163,661,1091,9462,36,14.0776
8716,2024-01-27,Twitter,Post,FanEngagement,813077,114076,3679,254,46,305,7042,115,3.488
8717,2024-03-09,Twitter,Story,FanEngagement,3823858,363850,12777,920,275,1486,13884,487,3.84
8718,2024-09-27,Twitter,Post,NewSeason,2210775,45598,4230,570,208,347,1177,2,10.9829
8719,2024-01-03,Twitter,Post,NewSeason,867286,138159,10590,1499,523,441,3347,213,9.1286
8720,2024-08-08,YouTube,Reel,FanEngagement,3493896,34346,2667,149,252,314,1467,455,8.9326
8721,2024-02-14,Facebook,Post,Summer2024,179257,237633,26005,4330,860,1887,7625,384,13.1274
8722,2024-02-23,TikTok,Reel,Summer2024,229453,125823,13628,1639,1274,774,7868,341,13.1462
8723,2024-05-20,YouTube,Story,Merchandise,3371281,252473,27872,2268,1672,3046,15232,174,12.6002
8724,2024-10-23,Twitter,Image,Summer2024,3810382,223244,16087,1468,682,1218,3068,44,8.1691
8725,2024-05-23,YouTube,Video,FanEngagement,2814399,243594,27475,1536,658,1639,18480,187,12.1797
8726,2024-01-13,TikTok,Reel,Merchandise,3028622,38905,1125,195,69,73,1253,405,3.5702
8727,2024-08-15,YouTube,Story,Merchandise,4061263,380876,26695,4995,1308,3029,12913,37,8.6637
8728,2024-01-17,Facebook,Video,Summer2024,1523160,122913,15309,2663,742,632,1476,43,15.2254
8729,2024-07-17,TikTok,Video,NBA_Playoffs,2389582,146072,9324,1833,719,413,4094,289,8.1302
8730,2024-10-03,YouTube,Reel,Merchandise,3031409,43387,1575,173,116,57,3149,177,4.2962
8731,2024-11-01,YouTube,Story,FanEngagement,1568517,478919,59257,3562,4872,6120,34467,383,14.1341
8732,2024-07-15,Facebook,Image,NewSeason,321863,101476,6775,1082,199,669,2462,317,7.9388
8733,2024-11-29,Instagram,Post,NewSeason,4431867,218340,4983,571,354,420,6392,184,2.7059
8734,2024-06-08,Facebook,Post,FanEngagement,1757976,310040,7793,1492,595,282,20740,258,3.1867
8735,2024-01-30,YouTube,Video,NewSeason,4976825,219676,12342,1314,324,941,17512,277,6.3639
8736,2024-05-31,Twitter,Reel,NewSeason,1831224,485738,12384,1484,921,620,7659,156,3.0446
8737,2024-08-24,TikTok,Video,NewSeason,2315348,308568,29956,5056,2312,2817,13018,464,12.0959
8738,2024-02-12,Twitter,Reel,FanEngagement,643837,242118,17487,1586,198,643,9979,348,7.9593
8739,2024-10-28,Facebook,Video,NewSeason,4410073,348947,42948,2608,831,1582,22901,348,13.2934
8740,2024-05-10,YouTube,Post,Summer2024,3510404,184742,9453,861,417,985,12608,88,5.8086
8741,2024-02-16,Facebook,Video,Summer2024,1181734,26873,1077,135,72,60,848,268,4.778
8742,2024-07-26,Instagram,Reel,NBA_Playoffs,4008883,498959,69993,5880,4896,7529,12201,21,16.1875
8743,2024-02-17,Facebook,Reel,NBA_Playoffs,618642,246924,13043,1891,899,814,3509,377,6.4121
8744,2024-06-07,TikTok,Reel,Summer2024,304033,211247,8332,1319,547,690,3047,226,4.8275
8745,2024-10-09,YouTube,Reel,NewSeason,3787266,51680,6964,1169,226,442,3298,322,16.1745
8746,2024-09-20,Instagram,Video,Merchandise,3283396,237426,21312,3218,269,567,17547,103,10.4449
8747,2024-11-10,Instagram,Image,NewSeason,128672,94399,6275,630,112,571,5224,41,7.4333
8748,2024-01-27,YouTube,Image,Merchandise,1042651,352459,22876,3772,881,2653,13350,209,7.8106
8749,2024-07-10,YouTube,Story,Merchandise,860944,299517,25025,2021,2328,2892,10310,150,9.8071
8750,2024-11-24,TikTok,Reel,Merchandise,86469,303786,16636,1672,741,704,15313,427,6.2705
8751,2024-06-23,YouTube,Video,NBA_Playoffs,4177798,405092,44356,2612,1164,1587,19565,39,11.8817
8752,2024-10-27,Twitter,Post,NBA_Playoffs,2189733,468367,20689,4076,1172,677,20797,164,5.5378
8753,2024-01-18,Instagram,Video,NewSeason,1358587,441465,64441,10938,4904,5516,25865,60,18.1856
8754,2024-03-25,Instagram,Reel,NewSeason,3178749,252997,21139,2511,2072,1636,16557,237,10.1669
8755,2024-12-13,Instagram,Video,NewSeason,2078069,133578,15032,898,1109,1799,6058,356,12.7558
8756,2024-04-01,Facebook,Reel,Merchandise,1691714,45931,3775,591,279,106,3295,50,10.113
8757,2024-09-20,Facebook,Reel,Merchandise,1091548,160973,21509,2821,1833,2148,6497,67,16.253
8758,2024-11-11,TikTok,Story,NBA_Playoffs,3588687,322271,17812,1836,352,558,4883,44,6.206
8759,2024-09-20,Twitter,Video,NewSeason,3699909,365193,10791,1742,428,1198,10413,92,3.5491
8760,2024-11-18,Twitter,Video,Summer2024,1836619,259470,36401,6200,3107,3840,19668,410,17.6159
8761,2024-07-22,Twitter,Image,FanEngagement,3578437,194816,26879,4243,1486,1203,8016,388,16.7378
8762,2024-02-18,Facebook,Story,Summer2024,2305166,373015,16679,1892,547,759,27472,291,5.1253
8763,2024-11-18,Instagram,Image,NewSeason,3606262,210838,15708,2557,551,872,3967,288,8.9244
8764,2024-10-20,TikTok,Video,Merchandise,1915576,131881,4778,425,423,464,3541,170,4.266
8765,2024-09-27,Twitter,Story,Merchandise,400724,251497,26075,3697,1834,1570,4148,73,12.5671
8766,2024-06-20,YouTube,Video,Merchandise,638879,205220,17760,1300,1643,1834,4198,117,10.0882
8767,2024-02-29,YouTube,Video,Merchandise,2975552,318911,34192,5023,807,3835,18057,328,12.5496
8768,2024-02-12,Twitter,Video,Merchandise,2703795,311231,41261,3665,1103,4581,15008,145,14.7893
8769,2024-10-27,Facebook,Reel,NBA_Playoffs,4308181,400742,31062,5029,1442,2139,18534,419,9.3659
8770,2024-06-24,Instagram,Post,FanEngagement,1145465,408188,37453,3695,2709,1485,7761,312,10.7443
8771,2024-02-28,Instagram,Post,FanEngagement,2010719,232369,27254,2228,1607,2191,7502,264,13.3792
8772,2024-06-13,Twitter,Story,NBA_Playoffs,4697230,156530,15456,2311,398,1427,6871,295,11.6048
8773,2024-07-01,Instagram,Image,NewSeason,429527,304018,17241,2308,395,476,13210,135,6.5601
8774,2024-09-02,Facebook,Reel,Merchandise,2573871,209735,19181,2229,994,1726,12624,380,10.6821
8775,2024-06-29,Twitter,Story,Summer2024,4468810,76398,9024,1279,118,769,5615,239,13.6404
8776,2024-09-23,Instagram,Story,FanEngagement,1757683,95800,3809,311,297,298,2867,43,4.6106
8777,2024-05-02,Facebook,Story,NewSeason,2578213,348366,8393,479,518,743,20911,334,2.6954
8778,2024-11-06,Facebook,Reel,Merchandise,114940,430367,34023,2679,397,3289,26896,139,8.6203
8779,2024-08-14,Twitter,Story,Merchandise,2915353,361176,49611,2637,1294,3794,16549,444,14.8244
8780,2024-06-22,YouTube,Reel,NewSeason,4778721,18508,1058,167,75,108,849,42,7.024
8781,2024-09-08,TikTok,Image,NewSeason,4179247,82494,1722,235,152,52,5992,276,2.5565
8782,2024-08-09,Twitter,Reel,Summer2024,2552591,197459,21167,2959,639,1704,12971,67,12.5418
8783,2024-03-03,Instagram,Reel,Summer2024,4850939,178980,15670,1999,1515,566,3481,340,10.7185
8784,2024-01-18,TikTok,Post,Summer2024,4512159,130149,3536,576,187,197,9961,247,3.3031
8785,2024-03-24,Instagram,Story,NBA_Playoffs,3970524,211113,20535,1168,652,754,15215,140,10.5891
8786,2024-03-07,Facebook,Image,NBA_Playoffs,3833029,286050,35181,4513,1482,1601,18083,65,14.3947
8787,2024-08-22,TikTok,Image,FanEngagement,3767922,109038,2434,170,225,59,1873,184,2.5945
8788,2024-07-09,Instagram,Post,FanEngagement,2905705,41337,3497,606,225,116,517,465,10.47
8789,2024-12-01,Facebook,Video,FanEngagement,3928613,45911,3961,525,353,178,1281,455,10.54
8790,2024-09-21,Twitter,Image,Summer2024,1027926,35986,2027,299,144,237,604,318,6.8638
8791,2024-06-28,Instagram,Post,FanEngagement,3493297,390498,34516,2634,2889,2348,11221,176,10.2533
8792,2024-08-17,TikTok,Post,Merchandise,3534461,112201,14886,1899,1276,794,4757,364,16.097
8793,2024-01-28,Twitter,Image,NBA_Playoffs,1623254,15958,1884,187,122,141,1208,255,13.7423
8794,2024-09-05,Instagram,Story,FanEngagement,3623451,270666,7442,1278,209,478,15484,498,3.2989
8795,2024-02-15,Twitter,Image,NBA_Playoffs,1147852,86466,6660,881,373,187,4255,258,9.1527
8796,2024-06-06,TikTok,Video,NBA_Playoffs,2323406,164048,14389,2731,1299,955,7080,389,11.2278
8797,2024-06-27,YouTube,Image,NewSeason,1594993,206365,12834,1068,811,964,6646,203,7.1296
8798,2024-10-21,YouTube,Image,Merchandise,132142,183467,4716,346,216,334,7102,249,2.8768
8799,2024-05-17,TikTok,Story,FanEngagement,208184,210317,4393,857,391,180,5720,158,2.6821
8800,2024-11-24,Instagram,Video,FanEngagement,1885578,322701,12260,1715,1109,919,9258,119,4.6743
8801,2024-09-23,Instagram,Image,NBA_Playoffs,1595069,249347,26425,4754,910,1985,18158,87,12.8692
8802,2024-08-12,YouTube,Story,Summer2024,4159455,461658,31023,3080,2609,2288,27244,209,7.9522
8803,2024-02-12,YouTube,Video,Merchandise,3268123,173595,24480,4235,2072,1552,6318,372,17.735
8804,2024-05-11,Instagram,Story,NBA_Playoffs,2755297,237145,28275,5145,513,694,13028,295,14.309
8805,2024-07-12,Facebook,Image,FanEngagement,723851,202904,13282,1154,1013,1554,11017,206,7.6139
8806,2024-08-05,TikTok,Story,NBA_Playoffs,2789693,37947,5371,816,280,181,2999,437,17.0422
8807,2024-05-02,Twitter,Reel,FanEngagement,2640926,1804,110,19,5,5,113,383,7.4279
8808,2024-07-28,TikTok,Post,FanEngagement,3428107,329026,15704,1210,1298,632,8075,378,5.5351
8809,2024-08-11,YouTube,Image,NewSeason,1367882,256248,29774,2431,548,2289,17400,348,12.7818
8810,2024-01-02,Twitter,Video,FanEngagement,2499184,186139,10953,596,536,907,8489,485,6.4925
8811,2024-02-10,Twitter,Video,Summer2024,1752766,149718,13577,1027,585,722,2921,475,10.1451
8812,2024-05-22,TikTok,Post,NBA_Playoffs,4275077,391595,11424,1556,462,342,25881,204,3.4326
8813,2024-01-15,Twitter,Post,FanEngagement,120027,103509,6527,1245,461,652,2245,291,7.9539
8814,2024-07-25,TikTok,Video,Merchandise,2782971,16179,499,60,26,20,963,86,3.6158
8815,2024-11-14,YouTube,Reel,FanEngagement,801408,58971,8526,737,487,629,1529,179,16.5336
8816,2024-03-19,YouTube,Post,NewSeason,3783351,267991,38485,5143,656,4087,8356,116,16.5244
8817,2024-02-26,TikTok,Reel,FanEngagement,2157269,57900,5357,839,96,234,1805,94,10.867
8818,2024-02-10,Facebook,Post,FanEngagement,838805,217239,29141,1871,2155,1077,8984,153,15.2675
8819,2024-06-11,Instagram,Video,Merchandise,3798794,165278,12106,1212,899,419,6387,226,8.6019
8820,2024-11-10,Instagram,Image,NewSeason,2281185,141149,7123,899,278,330,1681,394,5.8803
8821,2024-01-09,YouTube,Post,FanEngagement,4805210,257256,22015,3407,1227,1595,6090,94,10.3589
8822,2024-02-04,Facebook,Image,Merchandise,740332,72109,7577,1092,183,829,1815,419,12.2759
8823,2024-08-20,Twitter,Post,Merchandise,3759507,256938,23184,4026,1267,751,6625,450,11.0832
8824,2024-09-01,Instagram,Image,NewSeason,2173950,130807,6763,924,276,740,10362,332,6.0876
8825,2024-09-27,Twitter,Post,FanEngagement,4294010,213610,10561,2030,937,699,3700,257,6.333
8826,2024-07-21,YouTube,Post,Merchandise,3401753,126157,4178,661,118,282,4883,103,3.9292
8827,2024-05-29,Twitter,Video,NBA_Playoffs,4989983,142989,10060,1665,138,334,10054,337,8.2964
8828,2024-01-05,TikTok,Reel,Merchandise,3494300,246917,6040,808,166,246,16733,96,2.8406
8829,2024-01-16,Instagram,Reel,Merchandise,2087261,167043,19407,2003,660,537,6934,94,13.2122
8830,2024-08-10,Instagram,Post,Summer2024,4735753,63454,2488,476,150,180,1580,73,4.9075
8831,2024-01-08,TikTok,Image,Summer2024,717523,446055,60659,5299,4998,4601,21960,209,15.9075
8832,2024-11-21,Twitter,Post,FanEngagement,3442201,90916,8985,711,551,753,2044,215,11.2708
8833,2024-06-25,TikTok,Story,NewSeason,1870492,489474,44234,5345,1269,4849,21226,388,10.3883
8834,2024-12-10,YouTube,Post,FanEngagement,1996996,157810,21157,2322,1560,2280,10228,465,15.8665
8835,2024-10-09,Twitter,Post,Summer2024,2875424,468968,56820,3810,5137,5078,33332,289,14.0238
8836,2024-04-11,Facebook,Post,Merchandise,4599446,221242,21353,2843,1827,503,6000,491,11.7622
8837,2024-08-20,YouTube,Story,NewSeason,1306775,272212,25777,2736,1800,1164,5356,63,11.1358
8838,2024-06-26,Facebook,Story,Merchandise,3176451,63960,5967,1084,333,607,1954,436,11.5447
8839,2024-10-28,YouTube,Video,Merchandise,96140,82595,7986,515,620,223,1311,475,11.043
8840,2024-11-27,Facebook,Video,FanEngagement,1153151,298650,16398,3090,1469,664,13946,2,7.0172
8841,2024-07-03,Instagram,Reel,Summer2024,4114753,130797,11039,965,310,1057,9641,423,9.4146
8842,2024-01-21,TikTok,Video,NewSeason,4985669,338852,24159,3345,866,2326,21902,92,8.3724
8843,2024-03-23,Twitter,Video,NBA_Playoffs,3069136,492779,28874,1609,2415,1298,32881,363,6.676
8844,2024-05-06,TikTok,Reel,FanEngagement,842691,438887,14253,1389,1217,1535,16903,201,3.8413
8845,2024-01-12,Facebook,Video,NBA_Playoffs,3641768,248897,24353,1513,701,1844,19036,362,10.6739
8846,2024-12-04,Facebook,Reel,NBA_Playoffs,604287,274597,32021,3728,639,1169,3380,350,13.2514
8847,2024-08-16,Twitter,Post,NBA_Playoffs,4251162,496413,47787,7304,1745,4969,21848,444,11.4493
8848,2024-05-06,TikTok,Reel,Merchandise,1439469,463906,67462,3940,5677,5012,14530,266,16.6152
8849,2024-07-30,YouTube,Post,NewSeason,4869662,170776,15566,2333,846,630,11272,334,10.9764
8850,2024-11-22,YouTube,Reel,NewSeason,1607626,217114,20156,1452,323,567,5470,38,10.1011
8851,2024-12-14,Instagram,Story,NBA_Playoffs,681459,173667,12809,1597,770,522,11366,116,8.7386
8852,2024-12-15,Facebook,Image,Merchandise,1392459,202281,10741,1308,734,659,13619,491,6.3194
8853,2024-09-26,Twitter,Video,Summer2024,2838488,10590,831,102,10,47,601,374,8.9046
8854,2024-05-15,TikTok,Reel,Summer2024,1797512,330572,46578,7903,4257,2948,20470,472,17.7686
8855,2024-11-07,TikTok,Video,NewSeason,728053,419176,15477,1428,682,765,16076,240,4.1956
8856,2024-12-11,Facebook,Video,NBA_Playoffs,4083838,460926,27456,5278,1791,2706,14414,221,7.4904
8857,2024-07-01,Facebook,Post,Summer2024,3883677,165758,6825,805,174,347,9194,212,4.7081
8858,2024-05-02,Twitter,Video,Summer2024,2303410,106915,5218,760,96,184,5927,220,5.6811
8859,2024-03-16,Instagram,Reel,FanEngagement,3237917,178961,4277,414,350,485,10956,109,2.8168
8860,2024-01-01,TikTok,Post,NewSeason,3405324,418912,40499,3001,1703,2683,11385,34,10.7906
8861,2024-08-18,Twitter,Video,Summer2024,1551191,396360,27401,4686,1028,3135,17552,165,8.3548
8862,2024-12-14,Instagram,Reel,Summer2024,3538085,138012,11030,2119,511,581,4750,122,9.8977
8863,2024-11-05,Facebook,Reel,Merchandise,2582928,376073,33072,3270,1777,3586,6046,285,10.1361
8864,2024-09-04,TikTok,Post,Summer2024,3857617,499309,12262,1502,335,995,30250,106,2.8237
8865,2024-04-15,TikTok,Image,NBA_Playoffs,2941291,61649,8278,1380,632,784,3717,404,16.6913
8866,2024-04-03,Facebook,Story,NBA_Playoffs,2418970,6791,596,65,13,23,274,384,9.9249
8867,2024-09-28,Twitter,Reel,Merchandise,1482552,249299,29998,5919,1685,3328,16751,187,15.0831
8868,2024-04-22,Instagram,Image,Summer2024,3549038,26414,2250,431,31,243,1771,40,10.2673
8869,2024-09-05,TikTok,Story,NBA_Playoffs,2183379,150418,13375,2576,849,989,5518,361,11.1689
8870,2024-11-29,YouTube,Post,NBA_Playoffs,2569761,263655,34551,3245,3304,1319,9511,10,15.5886
8871,2024-10-13,Facebook,Video,Summer2024,2729041,424381,53488,5582,2210,3358,32303,283,14.4399
8872,2024-04-30,Twitter,Post,Merchandise,2183496,225677,21212,2985,930,1707,7409,182,11.1341
8873,2024-06-12,TikTok,Image,NBA_Playoffs,1292777,171854,23855,2698,919,1784,3961,263,15.9857
8874,2024-11-24,Instagram,Video,NewSeason,3584539,71205,4578,523,271,180,2638,26,7.5444
8875,2024-03-04,Twitter,Reel,NewSeason,3216051,120968,7408,600,202,823,2991,149,6.7869
8876,2024-01-10,Twitter,Post,Summer2024,31242,363468,19302,2180,887,1573,10122,161,6.1543
8877,2024-09-14,YouTube,Image,FanEngagement,230085,285890,33785,4043,3121,1450,21562,292,14.3233
8878,2024-03-25,Instagram,Post,NewSeason,1817845,456107,22150,1736,451,1186,24751,470,5.3358
8879,2024-04-03,Instagram,Story,NBA_Playoffs,2916764,197062,25736,1681,1604,1523,6308,252,14.7268
8880,2024-05-16,TikTok,Video,FanEngagement,4206649,32136,3881,288,351,403,2076,9,14.0652
8881,2024-03-04,Instagram,Reel,NBA_Playoffs,4613161,91297,4324,455,208,257,5597,278,5.4624
8882,2024-04-14,TikTok,Post,Merchandise,734861,338479,18558,2377,1672,483,10002,394,6.679
8883,2024-07-12,Facebook,Image,FanEngagement,3281521,445898,24945,2995,1734,2618,34112,455,6.6549
8884,2024-06-08,TikTok,Post,Summer2024,4285596,358364,7661,433,257,269,9160,146,2.3303
8885,2024-07-14,Facebook,Video,NewSeason,1589663,190083,9168,1523,529,958,13573,212,5.9027
8886,2024-03-13,Twitter,Image,FanEngagement,1296606,274172,23765,4426,1559,2027,11652,118,10.8509
8887,2024-12-02,Facebook,Reel,Merchandise,3219058,215353,21119,3399,775,1109,11269,183,11.7449
8888,2024-06-01,Instagram,Image,Merchandise,3917347,485263,29974,2871,1032,1758,20179,401,6.9812
8889,2024-08-21,YouTube,Reel,NBA_Playoffs,573737,349980,23560,4700,1295,995,4886,379,8.4448
8890,2024-09-01,Instagram,Reel,NBA_Playoffs,3701949,75724,11014,1312,173,491,4131,303,16.506
8891,2024-03-27,Facebook,Reel,Summer2024,3644072,255431,12540,1255,656,511,6891,346,5.6575
8892,2024-05-11,Facebook,Video,FanEngagement,76354,4336,326,28,8,11,321,339,8.3487
8893,2024-01-12,Instagram,Image,NBA_Playoffs,4895631,7525,1007,114,24,70,256,108,15.2159
8894,2024-07-20,Instagram,Reel,NewSeason,1996922,121714,13436,1409,1232,978,4333,101,13.2088
8895,2024-02-09,Instagram,Image,NewSeason,4529388,227548,27880,3451,2780,1760,15545,101,14.9907
8896,2024-06-13,Instagram,Reel,FanEngagement,512729,325586,38134,7445,2948,4539,23979,357,14.9045
8897,2024-06-11,TikTok,Story,NewSeason,2607867,364365,38921,5590,3358,1918,13430,325,13.1377
8898,2024-01-23,TikTok,Image,Merchandise,3024414,362724,27764,1971,1109,3170,13608,189,8.5034
8899,2024-04-12,YouTube,Video,NewSeason,2307301,70481,10566,1264,529,1139,2625,125,17.5352
8900,2024-07-27,Instagram,Image,Summer2024,59070,56633,5490,591,298,160,2678,142,11.2638
8901,2024-09-09,Twitter,Image,NewSeason,4521627,315353,14405,1549,1414,496,22760,11,5.5075
8902,2024-12-06,Facebook,Story,NewSeason,1706098,272050,7943,1065,334,589,14005,108,3.4339
8903,2024-04-04,YouTube,Video,Summer2024,2609034,51247,5750,636,441,134,1707,474,13.3218
8904,2024-11-23,Facebook,Image,NewSeason,4698977,189116,24816,4482,948,2895,2405,36,15.9934
8905,2024-05-19,Twitter,Image,FanEngagement,2513139,255437,12269,2107,1169,560,3109,457,6.0856
8906,2024-12-24,TikTok,Story,Merchandise,3455555,331198,36845,3012,3481,1379,18608,331,13.0852
8907,2024-08-18,Facebook,Story,NBA_Playoffs,1679432,201443,14360,1460,794,1240,11115,59,8.2475
8908,2024-08-21,Instagram,Image,Summer2024,2120319,344375,29396,3629,1046,2902,19723,468,9.8936
8909,2024-05-05,TikTok,Post,FanEngagement,163194,239799,20383,2620,905,2346,12240,117,9.97
